time,open,high,low,close,Volume,Volume MA,MA
-2968997638,4.37,4.37,4.37,4.37,0,0,4.475999999999999
-2963640838,4.52,4.52,4.52,4.52,0,0,4.417999999999999
-2961135238,4.51,4.51,4.51,4.51,0,0,4.362
-2955864838,4.18,4.18,4.18,4.18,0,0,4.36
-2953186438,4.15,4.15,4.15,4.15,0,0,4.386
-2947916038,3.93,3.93,3.93,3.93,0,0,4.414
-2945237638,3.69,3.69,3.69,3.69,0,0,4.39
-2939967238,3.6,3.6,3.6,3.6,0,0,4.345999999999999
-2937375238,3.58,3.58,3.58,3.58,0,0,4.257999999999999
-2934696838,3.55,3.55,3.55,3.55,0,0,4.092
-2932018438,3.34,3.34,3.34,3.34,0,0,3.9099999999999993
-2929599238,3.17,3.17,3.17,3.17,0,0,3.789999999999999
-2924328838,2.94,2.94,2.94,2.94,0,0,3.669999999999999
-2921650438,2.73,2.73,2.73,2.73,0,0,3.5519999999999987
-2916380038,3.05,3.05,3.05,3.05,0,0,3.447999999999999
-2911109638,3.31,3.31,3.31,3.31,0,0,3.315999999999999
-2908431238,3.26,3.26,3.26,3.26,0,0,3.145999999999999
-2903160838,3.25,3.25,3.25,3.25,0,0,3.0459999999999994
-2900482438,3.18,3.18,3.18,3.18,0,0,3.0399999999999996
-2898063238,3.24,3.24,3.24,3.24,0,0,3.0579999999999994
-2895384838,3.33,3.33,3.33,3.33,0,0,3.1199999999999997
-2892792838,3.34,3.34,3.34,3.34,0,0,3.2099999999999995
-2887522438,3.48,3.48,3.48,3.48,0,0,3.247999999999999
-2884844038,3.45,3.45,3.45,3.45,0,0,3.251999999999999
-2879573638,3.48,3.48,3.48,3.48,0,0,3.2679999999999993
-2876895238,3.47,3.47,3.47,3.47,0,0,3.313999999999999
-2871624838,3.58,3.58,3.58,3.58,0,0,3.3679999999999994
-2863848838,3.77,3.77,3.77,3.77,0,0,3.415999999999999
-2861256838,3.94,3.94,3.94,3.94,0,0,3.443999999999999
-2855986438,4.04,4.04,4.04,4.04,0,0,3.4919999999999987
-2853308038,4.07,4.07,4.07,4.07,0,0,3.5499999999999985
-2850629638,4.22,4.22,4.22,4.22,0,0,3.647999999999999
-2848037638,4.68,4.68,4.68,4.68,0,0,3.759999999999999
-2842767238,4.92,4.92,4.92,4.92,0,0,3.879999999999998
-2840088838,5.11,5.11,5.11,5.11,0,0,4.007999999999998
-2834904838,5.3,5.3,5.3,5.3,0,0,4.189999999999999
-2832226438,5.18,5.18,5.18,5.18,0,0,4.385999999999998
-2826956038,4.79,4.79,4.79,4.79,0,0,4.599999999999999
-2824364038,5.01,5.01,5.01,5.01,0,0,4.845999999999998
-2819007238,5.18,5.18,5.18,5.18,0,0,5.0379999999999985
-2816415238,5.33,5.33,5.33,5.33,0,0,5.059999999999999
-2813736838,5.61,5.61,5.61,5.61,0,0,5.0779999999999985
-2811144838,5.84,5.84,5.84,5.84,0,0,5.091999999999999
-2805788038,6.17,6.17,6.17,6.17,0,0,5.097999999999999
-2803368838,6.24,6.24,6.24,6.24,0,0,5.183999999999999
-2800690438,6.22,6.22,6.22,6.22,0,0,5.393999999999999
-2795420038,6.58,6.58,6.58,6.58,0,0,5.6259999999999994
-2792828038,6.35,6.35,6.35,6.35,0,0,5.837999999999999
-2790149638,6.2,6.2,6.2,6.2,0,0,6.016
-2787471238,6.25,6.25,6.25,6.25,0,0,6.209999999999999
-2782200838,6.19,6.19,6.19,6.19,0,0,6.311999999999999
-2779608838,6.01,6.01,6.01,6.01,0,0,6.317999999999999
-2774252038,5.79,5.79,5.79,5.79,0,0,6.3199999999999985
-2771832838,5.78,5.78,5.78,5.78,0,0,6.313999999999999
-2766562438,5.71,5.71,5.71,5.71,0,0,6.199999999999998
-2763884038,5.68,5.68,5.68,5.68,0,0,6.087999999999998
-2758613638,6.18,6.18,6.18,6.18,0,0,6.003999999999999
-2755935238,6.24,6.24,6.24,6.24,0,0,5.895999999999999
-2750664838,5.81,5.81,5.81,5.81,0,0,5.793999999999999
-2748072838,5.84,5.84,5.84,5.84,0,0,5.8279999999999985
-2745394438,5.81,5.81,5.81,5.81,0,0,5.917999999999999
-2742716038,5.68,5.68,5.68,5.68,0,0,5.923999999999999
-2740296838,5.75,5.75,5.75,5.75,0,0,5.949999999999998
-2735026438,5.77,5.77,5.77,5.77,0,0,5.975999999999998
-2732348038,5.82,5.82,5.82,5.82,0,0,5.875999999999999
-2727077638,5.47,5.47,5.47,5.47,0,0,5.777999999999999
-2721807238,5.38,5.38,5.38,5.38,0,0,5.769999999999999
-2719128838,5.46,5.46,5.46,5.46,0,0,5.765999999999999
-2713858200,5.18,5.18,5.18,5.18,0,0,5.697999999999999
-2711179800,5.32,5.32,5.32,5.32,0,0,5.637999999999999
-2705995800,5.06,5.06,5.06,5.06,0,0,5.579999999999999
-2703403800,4.65,4.65,4.65,4.65,0,0,5.461999999999999
-2698133400,4.46,4.46,4.46,4.46,0,0,5.361999999999999
-2695455000,4.74,4.74,4.74,4.74,0,0,5.279999999999999
-2692776600,4.59,4.59,4.59,4.59,0,0,5.133999999999999
-2690184600,4.44,4.44,4.44,4.44,0,0,4.933999999999999
-2684914200,4.34,4.34,4.34,4.34,0,0,4.845999999999999
-2682235800,4.24,4.24,4.24,4.24,0,0,4.699999999999999
-2674459800,4.37,4.37,4.37,4.37,0,0,4.576
-2671867800,4.32,4.32,4.32,4.32,0,0,4.513999999999999
-2669189400,4.3,4.3,4.3,4.3,0,0,4.469999999999999
-2666597400,4.46,4.46,4.46,4.46,0,0,4.395999999999999
-2661240600,4.65,4.65,4.65,4.65,0,0,4.341999999999999
-2658648600,4.92,4.92,4.92,4.92,0,0,4.313999999999998
-2653378200,5.2,5.2,5.2,5.2,0,0,4.337999999999999
-2650699800,5.2,5.2,5.2,5.2,0,0,4.419999999999999
-2648021400,5.3,5.3,5.3,5.3,0,0,4.5299999999999985
-2645602200,5.19,5.19,5.19,5.19,0,0,4.705999999999998
-2642923800,5.12,5.12,5.12,5.12,0,0,4.8859999999999975
-2637653400,5.25,5.25,5.25,5.25,0,0,5.053999999999998
-2635061400,5.33,5.33,5.33,5.33,0,0,5.161999999999998
-2629704600,5.51,5.51,5.51,5.51,0,0,5.201999999999999
-2627112600,5.65,5.65,5.65,5.65,0,0,5.211999999999999
-2624434200,5.79,5.79,5.79,5.79,0,0,5.2379999999999995
-2621842200,5.64,5.64,5.64,5.64,0,0,5.279999999999999
-2616485400,5.54,5.54,5.54,5.54,0,0,5.372
-2614066200,5.67,5.67,5.67,5.67,0,0,5.505999999999999
-2611387800,5.8,5.8,5.8,5.8,0,0,5.584
-2606117400,5.73,5.73,5.73,5.73,0,0,5.6259999999999994
-2603525400,5.59,5.59,5.59,5.59,0,0,5.6579999999999995
-2600847000,5.45,5.45,5.45,5.45,0,0,5.688000000000001
-2598168600,5.38,5.38,5.38,5.38,0,0,5.676
-2592898200,5.3,5.3,5.3,5.3,0,0,5.666
-2590306200,5.27,5.27,5.27,5.27,0,0,5.648000000000001
-2584949400,5.28,5.28,5.28,5.28,0,0,5.59
-2582443800,5.08,5.08,5.08,5.08,0,0,5.49
-2577173400,5.17,5.17,5.17,5.17,0,0,5.398
-2574495000,5.01,5.01,5.01,5.01,0,0,5.336
-2569224600,5.25,5.25,5.25,5.25,0,0,5.2620000000000005
-2563954200,5.35,5.35,5.35,5.35,0,0,5.220000000000001
-2561275800,5.24,5.24,5.24,5.24,0,0,5.162000000000001
-2556005400,5.24,5.24,5.24,5.24,0,0,5.158
-2553327000,5.3,5.3,5.3,5.3,0,0,5.172
-2550907800,5.19,5.19,5.19,5.19,0,0,5.204000000000001
-2548229400,5.18,5.18,5.18,5.18,0,0,5.218000000000001
-2545637400,5.32,5.32,5.32,5.32,0,0,5.276000000000002
-2540367000,5.3,5.3,5.3,5.3,0,0,5.264000000000001
-2537688600,5.37,5.37,5.37,5.37,0,0,5.230000000000001
-2532418200,5.4,5.4,5.4,5.4,0,0,5.246
-2529739800,5.35,5.35,5.35,5.35,0,0,5.258000000000001
-2524469400,5.38,5.38,5.38,5.38,0,0,5.272
-2516693400,5.39,5.39,5.39,5.39,0,0,5.314
-2514101400,5.62,5.62,5.62,5.62,0,0,5.348000000000001
-2508831000,5.54,5.54,5.54,5.54,0,0,5.36
-2506152600,5.41,5.41,5.41,5.41,0,0,5.378
-2503474200,5.32,5.32,5.32,5.32,0,0,5.428
-2500882200,5.08,5.08,5.08,5.08,0,0,5.456
-2495611800,4.6,4.6,4.6,4.6,0,0,5.468
-2492933400,4.84,4.84,4.84,4.84,0,0,5.456
-2485157400,4.97,4.97,4.97,4.97,0,0,5.394
-2482565400,4.95,4.95,4.95,4.95,0,0,5.1899999999999995
-2479887000,4.85,4.85,4.85,4.85,0,0,5.049999999999999
-2477295000,4.77,4.77,4.77,4.77,0,0,4.961999999999999
-2471938200,5.33,5.33,5.33,5.33,0,0,4.887999999999999
-2469346200,5.33,5.33,5.33,5.33,0,0,4.841999999999999
-2464075800,5.41,5.41,5.41,5.41,0,0,4.875999999999999
-2461397400,5.51,5.51,5.51,5.51,0,0,4.973999999999998
-2458719000,5.52,5.52,5.52,5.52,0,0,5.045999999999998
-2456213400,5.58,5.58,5.58,5.58,0,0,5.137999999999998
-2453535000,5.57,5.57,5.57,5.57,0,0,5.269999999999998
-2448264600,5.54,5.54,5.54,5.54,0,0,5.419999999999997
-2445672600,5.54,5.54,5.54,5.54,0,0,5.469999999999997
-2442994200,5.62,5.62,5.62,5.62,0,0,5.517999999999998
-2440315800,5.48,5.48,5.48,5.48,0,0,5.543999999999998
-2435045400,5.57,5.57,5.57,5.57,0,0,5.549999999999997
-2432453400,5.51,5.51,5.51,5.51,0,0,5.569999999999998
-2427096600,5.51,5.51,5.51,5.51,0,0,5.549999999999998
-2424677400,5.31,5.31,5.31,5.31,0,0,5.549999999999998
-2419407000,4.84,4.84,4.84,4.84,0,0,5.543999999999999
-2416728600,4.61,4.61,4.61,4.61,0,0,5.5379999999999985
-2411458200,4.08,4.08,4.08,4.08,0,0,5.475999999999997
-2408779800,4.37,4.37,4.37,4.37,0,0,5.347999999999997
-2403509400,4.57,4.57,4.57,4.57,0,0,5.155999999999997
-2400917400,4.41,4.41,4.41,4.41,0,0,4.869999999999997
-2398239000,4.32,4.32,4.32,4.32,0,0,4.641999999999998
-2395560600,4.38,4.38,4.38,4.38,0,0,4.493999999999998
-2393141400,4.51,4.51,4.51,4.51,0,0,4.407999999999999
-2387871000,4.4,4.4,4.4,4.4,0,0,4.349999999999999
-2385192600,4.34,4.34,4.34,4.34,0,0,4.409999999999998
-2379922200,4.41,4.41,4.41,4.41,0,0,4.437999999999998
-2374651800,4.34,4.34,4.34,4.34,0,0,4.403999999999998
-2371973400,4.34,4.34,4.34,4.34,0,0,4.389999999999998
-2366703000,4.25,4.25,4.25,4.25,0,0,4.407999999999998
-2364024600,4.19,4.19,4.19,4.19,0,0,4.399999999999998
-2361605400,4.19,4.19,4.19,4.19,0,0,4.365999999999998
-2358927000,4.37,4.37,4.37,4.37,0,0,4.335999999999997
-2356335000,4.61,4.61,4.61,4.61,0,0,4.305999999999997
-2351064600,4.72,4.72,4.72,4.72,0,0,4.261999999999998
-2348386200,4.79,4.79,4.79,4.79,0,0,4.267999999999998
-2343115800,4.75,4.75,4.75,4.75,0,0,4.321999999999997
-2340437400,4.59,4.59,4.59,4.59,0,0,4.415999999999998
-2335167000,4.27,4.27,4.27,4.27,0,0,4.535999999999997
-2327304600,4.42,4.42,4.42,4.42,0,0,4.647999999999997
-2324712600,4.4,4.4,4.4,4.4,0,0,4.691999999999997
-2322034200,4.32,4.32,4.32,4.32,0,0,4.623999999999997
-2319442200,4.04,4.04,4.04,4.04,0,0,4.563999999999997
-2314085400,4.01,4.01,4.01,4.01,0,0,4.485999999999997
-2311493400,4.1,4.1,4.1,4.1,0,0,4.399999999999997
-2306223000,4.22,4.22,4.22,4.22,0,0,4.289999999999997
-2303544600,4.22,4.22,4.22,4.22,0,0,4.237999999999997
-2300866200,4.18,4.18,4.18,4.18,0,0,4.173999999999997
-2298447000,4.19,4.19,4.19,4.19,0,0,4.137999999999996
-2295768600,4.06,4.06,4.06,4.06,0,0,4.117999999999997
-2290498200,4.27,4.27,4.27,4.27,0,0,4.145999999999996
-2287906200,4.46,4.46,4.46,4.46,0,0,4.181999999999997
-2282549400,4.98,4.98,4.98,4.98,0,0,4.173999999999998
-2279957400,4.82,4.82,4.82,4.82,0,0,4.1839999999999975
-2277279000,4.65,4.65,4.65,4.65,0,0,4.2319999999999975
-2274687000,4.75,4.75,4.75,4.75,0,0,4.391999999999998
-2269330200,4.87,4.87,4.87,4.87,0,0,4.517999999999998
-2266911000,4.65,4.65,4.65,4.65,0,0,4.635999999999998
-2264232600,4.57,4.57,4.57,4.57,0,0,4.731999999999998
-2258962200,5.06,5.06,5.06,5.06,0,0,4.813999999999998
-2256370200,5.08,5.08,5.08,5.08,0,0,4.747999999999999
-2253691800,5.27,5.27,5.27,5.27,0,0,4.697999999999999
-2251013400,5.26,5.26,5.26,5.26,0,0,4.779999999999999
-2245743000,5.32,5.32,5.32,5.32,0,0,4.845999999999999
-2243151000,5.65,5.65,5.65,5.65,0,0,4.925999999999999
-2237794200,6.31,6.31,6.31,6.31,0,0,5.047999999999999
-2235375000,6.4,6.4,6.4,6.4,0,0,5.197999999999999
-2230104600,6.21,6.21,6.21,6.21,0,0,5.316
-2227426200,6.07,6.07,6.07,6.07,0,0,5.561999999999999
-2222155800,6.44,6.44,6.44,6.44,0,0,5.787999999999999
-2219477400,6.37,6.37,6.37,6.37,0,0,5.978
-2214207000,6.46,6.46,6.46,6.46,0,0,6.128
-2211615000,6.02,6.02,6.02,6.02,0,0,6.2860000000000005
-2208936600,6.1,6.1,6.1,6.1,0,0,6.298000000000001
-2206258200,6.21,6.21,6.21,6.21,0,0,6.3100000000000005
-2203839000,6.26,6.26,6.26,6.26,0,0,6.272
-2198568600,6.04,6.04,6.04,6.04,0,0,6.2780000000000005
-2195890200,5.86,5.86,5.86,5.86,0,0,6.232
-2190619800,5.94,5.94,5.94,5.94,0,0,6.209999999999999
-2185349400,6.01,6.01,6.01,6.01,0,0,6.1259999999999994
-2182671000,6.48,6.48,6.48,6.48,0,0,6.093999999999999
-2177400600,7.07,7.07,7.07,7.07,0,0,6.061999999999999
-2174722200,7.25,7.25,7.25,7.25,0,0,6.022
-2172303000,7.51,7.51,7.51,7.51,0,0,6.066000000000001
-2169624600,8.14,8.14,8.14,8.14,0,0,6.272
-2167032600,7.73,7.73,7.73,7.73,0,0,6.55
-2161762200,7.93,7.93,7.93,7.93,0,0,6.864
-2159083800,8.04,8.04,8.04,8.04,0,0,7.290000000000001
-2153813400,7.91,7.91,7.91,7.91,0,0,7.540000000000001
-2151135000,8.08,8.08,8.08,8.08,0,0,7.712000000000001
-2145864600,8.12,8.12,8.12,8.12,0,0,7.87
-2138088600,8.48,8.48,8.48,8.48,0,0,7.95
-2135496600,8.46,8.46,8.46,8.46,0,0,7.938
-2130226200,8.6,8.6,8.6,8.6,0,0,8.016
-2127547800,8.83,8.83,8.83,8.83,0,0,8.126
-2124869400,8.85,8.85,8.85,8.85,0,0,8.209999999999999
-2122277400,8.57,8.57,8.57,8.57,0,0,8.348
-2117007000,8.05,8.05,8.05,8.05,0,0,8.498000000000001
-2114328600,8.46,8.46,8.46,8.46,0,0,8.644000000000002
-2106552600,7.75,7.75,7.75,7.75,0,0,8.662000000000003
-2103960600,7.6,7.6,7.6,7.6,0,0,8.580000000000002
-2101282200,7.18,7.18,7.18,7.18,0,0,8.552000000000001
-2098690200,6.85,6.85,6.85,6.85,0,0,8.336000000000002
-2093333400,6.47,6.47,6.47,6.47,0,0,8.086000000000002
-2090741400,6.26,6.26,6.26,6.26,0,0,7.808000000000002
-2085471000,6.57,6.57,6.57,6.57,0,0,7.5680000000000005
-2082792600,6.68,6.68,6.68,6.68,0,0,7.17
-2080114200,6.5,6.5,6.5,6.5,0,0,6.872
-2077608600,6.48,6.48,6.48,6.48,0,0,6.6659999999999995
-2074930200,6.64,6.64,6.64,6.64,0,0,6.566
-2069659800,6.51,6.51,6.51,6.51,0,0,6.4959999999999996
-2067067800,6.78,6.78,6.78,6.78,0,0,6.497999999999999
-2064389400,7.01,7.01,7.01,7.01,0,0,6.574
-2061711000,7.32,7.32,7.32,7.32,0,0,6.561999999999999
-2056440600,8.17,8.17,8.17,8.17,0,0,6.581999999999999
-2053848600,8.25,8.25,8.25,8.25,0,0,6.683999999999999
-2048491800,8.8,8.8,8.8,8.8,0,0,6.8519999999999985
-2046072600,9.05,9.05,9.05,9.05,0,0,7.157999999999999
-2040802200,8.5,8.5,8.5,8.5,0,0,7.5059999999999985
-2038123800,8.6,8.6,8.6,8.6,0,0,7.909999999999999
-2032853400,9.2,9.2,9.2,9.2,0,0,8.318000000000001
-2030175000,9.23,9.23,9.23,9.23,0,0,8.554
-2024904600,9.31,9.31,9.31,9.31,0,0,8.64
-2022312600,9.54,9.54,9.54,9.54,0,0,8.830000000000002
-2019634200,9.87,9.87,9.87,9.87,0,0,8.916000000000002
-2016955800,9.8,9.8,9.8,9.8,0,0,8.968000000000004
-2014536600,9.56,9.56,9.56,9.56,0,0,9.176000000000004
-2009266200,9.18,9.18,9.18,9.18,0,0,9.430000000000003
-2006587800,9.3,9.3,9.3,9.3,0,0,9.550000000000002
-2001317400,9.73,9.73,9.73,9.73,0,0,9.616000000000003
-1996047000,9.73,9.73,9.73,9.73,0,0,9.590000000000002
-1993368600,9.93,9.93,9.93,9.93,0,0,9.542000000000002
-1988098200,9.56,9.56,9.56,9.56,0,0,9.514000000000001
-1985419800,9.26,9.26,9.26,9.26,0,0,9.500000000000004
-1983000600,8.35,8.35,8.35,8.35,0,0,9.574000000000002
-1980322200,8.39,8.39,8.39,8.39,0,0,9.650000000000002
-1977730200,8.1,8.1,8.1,8.1,0,0,9.642000000000003
-1972459800,8.14,8.14,8.14,8.14,0,0,9.366000000000003
-1969781400,7.53,7.53,7.53,7.53,0,0,9.098000000000004
-1964511000,6.64,6.64,6.64,6.64,0,0,8.732000000000005
-1961832600,6.25,6.25,6.25,6.25,0,0,8.448000000000004
-1956562200,6.85,6.85,6.85,6.85,0,0,8.102000000000006
-1948699800,7.24,7.24,7.24,7.24,0,0,7.760000000000005
-1946107800,7.63,7.63,7.63,7.63,0,0,7.332000000000005
-1943429400,7.64,7.64,7.64,7.64,0,0,7.082000000000005
-1940837400,7.92,7.92,7.92,7.92,0,0,6.9020000000000055
-1935480600,8.17,8.17,8.17,8.17,0,0,6.922000000000006
-1932888600,8.27,8.27,8.27,8.27,0,0,7.122000000000005
-1927618200,9.03,9.03,9.03,9.03,0,0,7.456000000000006
-1924939800,9.06,9.06,9.06,9.06,0,0,7.720000000000006
-1922261400,8.8,8.8,8.8,8.8,0,0,7.926000000000005
-1919842200,8.92,8.92,8.92,8.92,0,0,8.206000000000005
-1917163800,9.32,9.32,9.32,9.32,0,0,8.490000000000006
-1911893400,9.8,9.8,9.8,9.8,0,0,8.666000000000006
-1909301400,9.94,9.94,9.94,9.94,0,0,8.816000000000006
-1903944600,10.19,10.19,10.19,10.19,0,0,9.026000000000007
-1901352600,10.23,10.23,10.23,10.23,0,0,9.180000000000007
-1898674200,10.18,10.18,10.18,10.18,0,0,9.356000000000005
-1896082200,10.3,10.3,10.3,10.3,0,0,9.634000000000006
-1890725400,9.72,9.72,9.72,9.72,0,0,9.896000000000006
-1888306200,9.96,9.96,9.96,9.96,0,0,10.068000000000007
-1885627800,9.72,9.72,9.72,9.72,0,0,10.168000000000006
-1880357400,9.1,9.1,9.1,9.1,0,0,10.124000000000006
-1877765400,8.64,8.64,8.64,8.64,0,0,10.078000000000007
-1875087000,8.85,8.85,8.85,8.85,0,0,9.976000000000008
-1872408600,8.91,8.91,8.91,8.91,0,0,9.760000000000009
-1867138200,9.31,9.31,9.31,9.31,0,0,9.428000000000008
-1864546200,9.05,9.05,9.05,9.05,0,0,9.254000000000008
-1859189400,9.43,9.43,9.43,9.43,0,0,9.044000000000008
-1856770200,9.32,9.32,9.32,9.32,0,0,8.962000000000009
-1851499800,9.48,9.48,9.48,9.48,0,0,8.952000000000009
-1848821400,9.67,9.67,9.67,9.67,0,0,9.11000000000001
-1843551000,9.17,9.17,9.17,9.17,0,0,9.20400000000001
-1840872600,8.67,8.67,8.67,8.67,0,0,9.318000000000008
-1835602200,9.07,9.07,9.07,9.07,0,0,9.39000000000001
-1833010200,9.11,9.11,9.11,9.11,0,0,9.41400000000001
-1830331800,9.12,9.12,9.12,9.12,0,0,9.262000000000011
-1827653400,9.04,9.04,9.04,9.04,0,0,9.21200000000001
-1825147800,9.3,9.3,9.3,9.3,0,0,9.13800000000001
-1822469400,9.59,9.59,9.59,9.59,0,0,9.02800000000001
-1819877400,9.58,9.58,9.58,9.58,0,0,9.00200000000001
-1814607000,9.59,9.59,9.59,9.59,0,0,9.128000000000009
-1811928600,9.81,9.81,9.81,9.81,0,0,9.232000000000008
-1806658200,9.84,9.84,9.84,9.84,0,0,9.326000000000008
-1803979800,9.73,9.73,9.73,9.73,0,0,9.420000000000007
-1798709400,9.3,9.3,9.3,9.3,0,0,9.574000000000009
-1790933400,8.79,8.79,8.79,8.79,0,0,9.682000000000007
-1788341400,8.55,8.55,8.55,8.55,0,0,9.710000000000008
-1783071000,8.23,8.23,8.23,8.23,0,0,9.654000000000007
-1780392600,8.45,8.45,8.45,8.45,0,0,9.494000000000007
-1777714200,8.53,8.53,8.53,8.53,0,0,9.242000000000008
-1775122200,8.26,8.26,8.26,8.26,0,0,8.920000000000007
-1769851800,8.04,8.04,8.04,8.04,0,0,8.664000000000007
-1767173400,8.37,8.37,8.37,8.37,0,0,8.510000000000009
-1759397400,8.12,8.12,8.12,8.12,0,0,8.404000000000007
-1756805400,8.17,8.17,8.17,8.17,0,0,8.302000000000008
-1754127000,8.13,8.13,8.13,8.13,0,0,8.330000000000009
-1751535000,7.68,7.68,7.68,7.68,0,0,8.264000000000008
-1746178200,7.68,7.68,7.68,7.68,0,0,8.192000000000009
-1743586200,7.68,7.68,7.68,7.68,0,0,8.16600000000001
-1738315800,7.35,7.35,7.35,7.35,0,0,8.09400000000001
-1735637400,7.48,7.48,7.48,7.48,0,0,7.95600000000001
-1732959000,7.38,7.38,7.38,7.38,0,0,7.868000000000011
-1730539800,7.57,7.57,7.57,7.57,0,0,7.70400000000001
-1727861400,8.14,8.14,8.14,8.14,0,0,7.57400000000001
-1722591000,8.04,8.04,8.04,8.04,0,0,7.51400000000001
-1719999000,8.01,8.01,8.01,8.01,0,0,7.49200000000001
-1714642200,8.66,8.66,8.66,8.66,0,0,7.58400000000001
-1712050200,9.14,9.14,9.14,9.14,0,0,7.72200000000001
-1709371800,9.46,9.46,9.46,9.46,0,0,7.82800000000001
-1706779800,9.48,9.48,9.48,9.48,0,0,8.08400000000001
-1701423000,9.2,9.2,9.2,9.2,0,0,8.39800000000001
-1698917400,9.17,9.17,9.17,9.17,0,0,8.66200000000001
-1693647000,9.27,9.27,9.27,9.27,0,0,8.950000000000012
-1690968600,9.36,9.36,9.36,9.36,0,0,9.188000000000011
-1685698200,9.3,9.3,9.3,9.3,0,0,9.290000000000012
-1683019800,9.68,9.68,9.68,9.68,0,0,9.316000000000011
-1677749400,10.21,10.21,10.21,10.21,0,0,9.29600000000001
-1675157400,9.8,9.8,9.8,9.8,0,0,9.26000000000001
-1672479000,9.57,9.57,9.57,9.57,0,0,9.35600000000001
-1669800600,9.03,9.03,9.03,9.03,0,0,9.56400000000001
-1667381400,9.31,9.31,9.31,9.31,0,0,9.67000000000001
-1662111000,8.86,8.86,8.86,8.86,0,0,9.71200000000001
-1659432600,9.04,9.04,9.04,9.04,0,0,9.65800000000001
-1654162200,8.53,8.53,8.53,8.53,0,0,9.58400000000001
-1648891800,7.68,7.68,7.68,7.68,0,0,9.31400000000001
-1646213400,7.04,7.04,7.04,7.04,0,0,9.16200000000001
-1640943000,7.21,7.21,7.21,7.21,0,0,8.954000000000011
-1638264600,7.43,7.43,7.43,7.43,0,0,8.68400000000001
-1635845400,7.28,7.28,7.28,7.28,0,0,8.23000000000001
-1633170600,7.21,7.21,7.21,7.21,0,0,7.90000000000001
-1630578600,7.44,7.44,7.44,7.44,0,0,7.57800000000001
-1625308200,7.51,7.51,7.51,7.51,0,0,7.32800000000001
-1622629800,7.58,7.58,7.58,7.58,0,0,7.234000000000011
-1617359400,7.86,7.86,7.86,7.86,0,0,7.31400000000001
-1614677400,8.06,8.06,8.06,8.06,0,0,7.374000000000009
-1609407000,7.85,7.85,7.85,7.85,0,0,7.404000000000009
-1601634600,8.39,8.39,8.39,8.39,0,0,7.5200000000000085
-1599042600,8.97,8.97,8.97,8.97,0,0,7.690000000000009
-1593772200,9.51,9.51,9.51,9.51,0,0,7.772000000000008
-1591093800,8.87,8.87,8.87,8.87,0,0,7.948000000000009
-1588415400,9.01,9.01,9.01,9.01,0,0,8.22600000000001
-1585823400,9.47,9.47,9.47,9.47,0,0,8.556000000000008
-1580549400,8.92,8.92,8.92,8.92,0,0,8.718000000000007
-1577871000,8.83,8.83,8.83,8.83,0,0,8.950000000000006
-1572687000,8.67,8.67,8.67,8.67,0,0,9.166000000000007
-1570012200,8.6,8.6,8.6,8.6,0,0,9.156000000000008
-1564741800,7.92,7.92,7.92,7.92,0,0,9.020000000000007
-1562149800,7.91,7.91,7.91,7.91,0,0,8.980000000000008
-1556793000,7.87,7.87,7.87,7.87,0,0,8.898000000000009
-1554201000,7.88,7.88,7.88,7.88,0,0,8.58800000000001
-1551519000,7.48,7.48,7.48,7.48,0,0,8.38600000000001
-1548927000,6.81,6.81,6.81,6.81,0,0,8.19400000000001
-1543570200,7.06,7.06,7.06,7.06,0,0,8.03600000000001
-1541151000,6.88,6.88,6.88,6.88,0,0,7.812000000000009
-1538472600,6.91,6.91,6.91,6.91,0,0,7.590000000000009
-1533205800,6.55,6.55,6.55,6.55,0,0,7.420000000000009
-1530613800,6.53,6.53,6.53,6.53,0,0,7.222000000000008
-1527935400,6.45,6.45,6.45,6.45,0,0,7.0280000000000085
-1525257000,6.61,6.61,6.61,6.61,0,0,6.8420000000000085
-1519983000,7.06,7.06,7.06,7.06,0,0,6.7860000000000085
-1517391000,7.31,7.31,7.31,7.31,0,0,6.664000000000009
-1512034200,7.46,7.46,7.46,7.46,0,0,6.610000000000009
-1509615000,7.74,7.74,7.74,7.74,0,0,6.6400000000000095
-1504348200,8.53,8.53,8.53,8.53,0,0,6.792000000000009
-1501669800,8.45,8.45,8.45,8.45,0,0,6.978000000000009
-1496399400,8.83,8.83,8.83,8.83,0,0,7.236000000000009
-1493721000,9.06,9.06,9.06,9.06,0,0,7.620000000000009
-1488447000,8.8,8.8,8.8,8.8,0,0,7.898000000000009
-1485855000,8.78,8.78,8.78,8.78,0,0,8.202000000000009
-1483176600,8.9,8.9,8.9,8.9,0,0,8.52200000000001
-1480498200,9.28,9.28,9.28,9.28,0,0,8.734000000000009
-1478079000,9.43,9.43,9.43,9.43,0,0,8.78400000000001
-1472812200,8.67,8.67,8.67,8.67,0,0,8.874000000000008
-1470133800,8.34,8.34,8.34,8.34,0,0,8.96400000000001
-1464863400,8.1,8.1,8.1,8.1,0,0,9.038000000000007
-1459589400,8.03,8.03,8.03,8.03,0,0,9.01200000000001
-1456911000,8.27,8.27,8.27,8.27,0,0,8.92400000000001
-1451640600,8.83,8.83,8.83,8.83,0,0,8.76400000000001
-1448962200,8.87,8.87,8.87,8.87,0,0,8.51400000000001
-1443778200,8.5,8.5,8.5,8.5,0,0,8.28200000000001
-1441189800,8.47,8.47,8.47,8.47,0,0,8.31400000000001
